dataset	simulation	Dprime_a	Dprime_b	Dprime_c	Dprime_R2	r2_a	r2_b	r2_c	r2_R2
test_data	ts_001.trees	0.164918741186072	-0.0487945597654723	0.0011079169392152	0.934153459634043	2.26855690760866	-1.17136120282313	0.0950365121781287	0.925984908875166
test_data	ts_003.trees	0.233959536936328	-0.0728394375539172	0.00282258157512771	0.952446405561619	1.89881699884987	-0.976802646672698	0.0708874130920476	0.961581174192243
test_data	ts_007.trees	0.529773670950753	-0.209697929246627	0.0184008356306388	0.885299503600904	3.17738900784302	-1.54634283282358	0.133062885787066	0.914717997906838
test_data	ts_004.trees	0.21272414351504	-0.0723175505178379	0.003932707780708	0.958957115650248	2.60933914394345	-1.34986961475873	0.115674910700977	0.944244413500892
test_data	ts_000.trees	0.518080704422548	-0.210101511775784	0.0188290207147739	0.916344942633937	4.40726593125438	-2.10152469909152	0.193632814373894	0.963513011891493
test_data	ts_005.trees	0.534595008907541	-0.21030403661098	0.0178358641534822	0.942922159170322	4.21182311604756	-1.98238953702979	0.177715858566747	0.961566045342967
test_data	ts_008.trees	0.499066029281724	-0.194885577980113	0.0159502513467805	0.960771852112164	3.48785254298467	-1.67854183659538	0.148083202905275	0.984872616795998
test_data	ts_009.trees	0.433663563466804	-0.160999139822466	0.0119252918716205	0.959513636455982	2.9507780343219	-1.42996081166466	0.119265772109908	0.969919484859847
test_data	ts_002.trees	0.349661969017346	-0.123040844620456	0.00742862219292452	0.983664215453349	2.62393698616492	-1.24594391712296	0.0969240534373646	0.988521738972219
test_data	ts_006.trees	0.447687447706169	-0.169035762418854	0.0127589700132307	0.938372239361747	3.94815043521153	-1.85705001742443	0.164130325623139	0.984313528560543
test_data	ts_017.trees	0.119450152579371	-0.0304607296655293	-0.000684079003996362	0.944794409394447	2.37161918254162	-1.19637932807765	0.0961062842299132	0.945783263185815
test_data	ts_010.trees	-0.0232296575715334	0.0253820904623914	-0.00577525914553961	0.853435591055036	1.47288382811588	-0.837985827403137	0.06087064829665	0.876231359054998
test_data	ts_015.trees	0.165175182588433	-0.0512614291892847	0.00139334895979675	0.942465655809931	2.16809671273869	-1.13138561052159	0.0923372220205688	0.946763501652559
test_data	ts_019.trees	0.119527348302526	-0.0297302307840776	-0.00119876735379426	0.956625398878753	1.80150881053607	-0.973478311212605	0.0749557217351289	0.963281544247792
test_data	ts_011.trees	0.422736269336747	-0.166275235574047	0.0139630561873542	0.92923910665219	3.40656087735477	-1.66554724120078	0.150656685181577	0.959155128839253
test_data	ts_012.trees	0.45634490382035	-0.174824233595652	0.0137969892904944	0.954709122168444	3.28938115617752	-1.60470253453454	0.140181985857366	0.972444825290877
test_data	ts_016.trees	0.402212284393445	-0.153278484897104	0.0119545064000956	0.938602415897191	3.22712939155023	-1.590513613435	0.140098984129273	0.960698606046239
test_data	ts_013.trees	0.187753183789694	-0.0555780174600257	0.00100170536995236	0.966869842567491	2.73345101130416	-1.27303504098691	0.0977377187993182	0.987032450449843
test_data	ts_018.trees	0.741726546079066	-0.297880888074239	0.0261681337430317	0.959192526961549	4.87578175506128	-2.23054152970446	0.200956026838444	0.990048416193685
test_data	ts_014.trees	0.491887356175134	-0.188110269265117	0.0143953202937183	0.983063673408784	3.49657819409039	-1.65579654446025	0.144506374262065	0.982307905754654
test_data	ts_024.trees	0.287895053706237	-0.109002082429355	0.00840496022026201	0.880452982855628	2.48045525722843	-1.2605034541428	0.105351743106901	0.909091064234788
test_data	ts_026.trees	0.235740204173874	-0.0812060448165954	0.00459637984715047	0.929741282955438	2.87332455760646	-1.37233416005091	0.110708680933633	0.936023358673939
test_data	ts_025.trees	0.255538492931528	-0.0910866870088108	0.00585001252104219	0.916442264879149	2.73485891429145	-1.3889978709712	0.119551373787493	0.906476101618113
test_data	ts_029.trees	0.337922287081835	-0.123329438802872	0.00875827169636993	0.911722832068979	3.01714365510786	-1.47002479024745	0.124076365612819	0.955583938077803
test_data	ts_020.trees	0.167803230613173	-0.0492188454686661	0.000786951986882009	0.928553587234277	2.31738674552254	-1.12886325179276	0.086434125269616	0.95410287858258
test_data	ts_027.trees	0.377833422207315	-0.152518880144407	0.0132713300170263	0.91601103886045	3.22143777828621	-1.58713261550165	0.140111479444591	0.956483016198771
test_data	ts_022.trees	0.0983486539064177	-0.0103680673810992	-0.00443532259835052	0.95616337352245	2.13490351958673	-1.06297290158552	0.0800608485829793	0.968598522987527
test_data	ts_028.trees	0.476314844973576	-0.18626387622425	0.0153709333776913	0.953298135358553	3.34471056113338	-1.63079204723741	0.142960874180244	0.969991794405989
test_data	ts_023.trees	0.501316764048061	-0.194739130792816	0.0161727846307893	0.93632390478447	3.62011375237371	-1.73183472230531	0.151728048065577	0.975612303380563
test_data	ts_021.trees	0.523396080996249	-0.201701269118852	0.0156046888739598	0.982433445325389	3.52847427459297	-1.66434146025925	0.143022075320857	0.990144623257016
test_data	ts_030.trees	0.16631084734553	-0.0505871531119472	0.00137223510642781	0.922438131423511	2.73977128652524	-1.36976873652988	0.11639089952803	0.909342441888677
test_data	ts_037.trees	0.310763290252836	-0.113044177313576	0.00773681787454397	0.919090518714799	3.05368888247209	-1.51348045438517	0.131822990095988	0.935565289876642
test_data	ts_036.trees	0.263954965377789	-0.0963507354323427	0.0065373130900125	0.923801286723143	3.12803648440933	-1.53966005057209	0.134797119112335	0.944933736495133
test_data	ts_033.trees	0.21073611817202	-0.0701786207849571	0.00331490071986098	0.95481972800517	2.99474613712866	-1.44727719984094	0.121927202394547	0.963802711578121
test_data	ts_038.trees	0.407855422568899	-0.151136645096136	0.0109600945609538	0.94363812219337	3.49137522259136	-1.656394531042	0.142020444596088	0.974264806924324
test_data	ts_032.trees	0.0213075856623227	0.0203017147805736	-0.00744625157177597	0.934025813501737	2.36286769226546	-1.13568578414032	0.0854042877671994	0.939555861576348
test_data	ts_039.trees	0.395893287474659	-0.152103202809981	0.0122291273113158	0.944983634218761	3.68022030036294	-1.75214606380236	0.153760456416007	0.949684100567869
test_data	ts_035.trees	0.172267823587139	-0.0504798299553548	0.000547068665986988	0.968843192265617	2.55133757983867	-1.26140334831012	0.102472566053929	0.979862786054516
test_data	ts_034.trees	0.380679320292352	-0.145943002828594	0.0111226621115595	0.962744714779636	3.75051115683706	-1.7995169507759	0.160915364223912	0.977841918323376
test_data	ts_031.trees	0.474937565498958	-0.177420274658096	0.0131988960602085	0.966135621559919	3.04996491439729	-1.46329952422395	0.121369316278316	0.989586323824349
test_data	ts_041.trees	0.327587408014712	-0.119691120322859	0.00856165255438458	0.902373501200837	2.30254277054219	-1.20160760143327	0.0991216693109035	0.935433435043442
test_data	ts_044.trees	0.218059506560681	-0.0738269939652055	0.00397061997579616	0.89026471043635	2.22951840716096	-1.16108315179207	0.0954685335419898	0.944564184347572
test_data	ts_043.trees	0.258541185207189	-0.0913673851623369	0.00563320730708627	0.923904366347134	2.81209576873855	-1.41417514165843	0.120737817695225	0.912162585667106
test_data	ts_048.trees	0.464849652380323	-0.184752354606968	0.0161071433976654	0.834919356259432	3.17062662146691	-1.52966252721216	0.129757348383529	0.958392776122064
test_data	ts_047.trees	0.168359603389615	-0.0477532591674468	0.000517500093995111	0.936484503221299	2.10866371242688	-1.09888985228837	0.0886604471912005	0.951273674451628
test_data	ts_049.trees	0.315700238765741	-0.11997024586181	0.00911592481523782	0.921967256906917	2.62395229925371	-1.36185540356621	0.11751570121361	0.939346733678504
test_data	ts_045.trees	0.48639218451983	-0.194842086569124	0.0169651680056512	0.904670654670451	3.74136973965653	-1.7722360710921	0.156020773330855	0.974414741845322
test_data	ts_046.trees	0.238217372169433	-0.0864458261359206	0.00558969341607285	0.959688922864386	2.24486365522414	-1.18074296931168	0.0978679559560872	0.965914561305938
test_data	ts_042.trees	0.241940365077063	-0.0829278824246729	0.00433725256668732	0.950051077284432	2.83085309190949	-1.40789943265309	0.119218909521809	0.970823514545584
test_data	ts_040.trees	0.489762356068622	-0.185976797604476	0.0142894857206703	0.978019142112679	3.57173855260973	-1.69715961480042	0.148030526384801	0.983645687565257
test_data_1B08_varied	ts_004.trees	-0.550179544228538	0.267177557339201	-0.0325441852125853	0.905871372600635	0.1099008971637	-0.0669870633110743	-0.0284367350206628	0.803952252126513
test_data_1B08_varied	ts_005.trees	-0.354261488088779	0.176230158006381	-0.0222897299900958	0.650454926845379	-1.02885927447137	0.268256355626953	-0.0561662037362463	0.576742830616812
test_data_1B08_varied	ts_002.trees	-0.453304583808458	0.223765058277353	-0.0277081996783295	0.432609035029808	-1.38266843843873	0.59355779811527	-0.0989700254963483	0.436473780941492
test_data_1B08_varied	ts_006.trees	-0.293600052680633	0.157430070506392	-0.0215161018537447	0.926877404924233	2.24979628585358	-1.05335036681694	0.0858419343956274	0.910884436087196
test_data_1B08_varied	ts_008.trees	0.455292905026559	-0.19612199044318	0.0195089348206198	0.861364035641236	3.38098870060311	-1.79265104797186	0.17070905409511	0.942780968791051
test_data_1B08_varied	ts_000.trees	0.069202911779928	-0.0309392298274929	0.00293415278675233	0.849596479332966	0.0831484861628566	-0.550368538421222	0.0539658683243707	0.751912266277243
test_data_1B08_varied	ts_003.trees	0.12171131185606	-0.0559340925300498	0.00562204385639416	0.79915821634223	0.688322140095028	-0.803029083004446	0.0800979355733934	0.790436736133696
test_data_1B08_varied	ts_009.trees	0.509731617210682	-0.203033779245313	0.0168522333494799	0.986072914273296	3.64671131228613	-1.82138724058416	0.1674156008756	0.987588864310661
test_data_1B08_varied	ts_007.trees	0.521916283358015	-0.214108922290993	0.0192553519213789	0.983698886295841	3.39208260808213	-1.75025686146263	0.163443551896086	0.983771172270545
test_data_1B08_varied	ts_001.trees	0.0768925319337326	-0.0340745294002279	0.00309235116386769	0.935868969639098	-0.293444070115844	-0.379709687683451	0.0352155762206199	0.872573518958194
test_data_1B08_varied	ts_011.trees	-0.224934452657778	0.104851413497567	-0.0123138900507178	0.252083651802024	-5.03196524515341	2.08313247865666	-0.254588522537737	0.467251408833577
test_data_1B08_varied	ts_017.trees	-0.0475391660158389	0.0449043324956494	-0.00851407581990087	0.510540972023807	1.95346382479244	-0.889245824231483	0.0654852926727867	0.579049702020203
test_data_1B08_varied	ts_013.trees	-0.347195852133946	0.168913081897347	-0.0208335843881859	0.671222115383045	-2.09188713516096	0.876775743194431	-0.130642916335114	0.811790843722875
test_data_1B08_varied	ts_015.trees	-0.0185616948969121	0.00837756746387216	-0.0010750641554096	-0.0158385588022136	-2.29306307558526	0.846893218092269	-0.0998597098069957	0.0112571433181142
test_data_1B08_varied	ts_016.trees	-0.232381881693409	0.123678648900829	-0.0168496649177135	0.789233402862977	-1.29040814043272	0.411972467512831	-0.0744688411675876	0.647916526314751
test_data_1B08_varied	ts_018.trees	0.25957343293605	-0.0988250366396603	0.0073223876777157	0.936322358776317	2.80916894845795	-1.45857724391808	0.128701081097795	0.948395716340609
test_data_1B08_varied	ts_014.trees	0.373757861188162	-0.138479165612119	0.0101124105412872	0.963116416458612	3.83089182373622	-1.82744315693635	0.16330227578773	0.974914047346752
test_data_1B08_varied	ts_019.trees	0.0755455140342349	-0.00290867975915406	-0.00483435620710423	0.928666154053562	2.20989115669961	-1.02392716533948	0.070377528202549	0.966905254891975
test_data_1B08_varied	ts_012.trees	0.0781610520501852	-0.0341693964758904	0.00321524078087181	0.952665896549005	-0.404030159650558	-0.340693606496802	0.0316638277037844	0.744296382924504
test_data_1B08_varied	ts_028.trees	-0.171370054950131	0.104461211537956	-0.0158672809589829	0.792735380860971	-2.17959606866797	0.940179735140825	-0.144245846396725	0.857008751960228
test_data_1B08_varied	ts_027.trees	-0.360972047865349	0.171355792289762	-0.0202930452662371	0.688786030190104	-2.13297494665154	1.09532003098073	-0.145853849674838	0.885409257033796
test_data_1B08_varied	ts_022.trees	-0.0894082852155656	0.0584866738305182	-0.00908420277217822	0.414371538955885	-0.496255461515097	0.232254157591791	-0.0666251246580562	0.661521938167755
test_data_1B08_varied	ts_025.trees	-0.265439668995647	0.135877452103647	-0.0175084740526382	0.585147760595096	2.664597021303	-1.34592227064224	0.122725622897576	0.338211746124209
test_data_1B08_varied	ts_024.trees	0.161639929257383	-0.0646622457191646	0.00538685123978839	0.87534459527195	1.46445420388467	-1.02207497763346	0.0936879052106386	0.845877863476091
test_data_1B08_varied	ts_026.trees	0.0227284073621331	-0.010445177207087	0.00103648382841992	0.705271771750696	-1.01405013354549	-0.114759689194293	0.0109749258866039	0.167661530488684
test_data_1B08_varied	ts_023.trees	0.33926315424465	-0.139719677529676	0.0126295748300039	0.96466744391806	1.42614438736751	-0.9984002159913	0.0914014163722872	0.959555660226925
test_data_1B08_varied	ts_029.trees	0.239931834729037	-0.101190281874119	0.0092547744010916	0.964105631314351	1.39251688424114	-1.01738527421907	0.0963525234771626	0.965656285861305
test_data_1B08_varied	ts_021.trees	0.226090266092664	-0.098204027687019	0.00942274297219829	0.962453854851568	0.63393470824238	-0.744206097022723	0.0708839278982503	0.930555775699102
test_data_1B08_varied	ts_020.trees	0.0385233925981482	-0.0187182156737535	0.00189601937380695	0.769864742371236	-0.511032853047191	-0.320422625390499	0.0318958235050906	0.776980809031019
test_data_1B08_varied	ts_032.trees	-0.0522144175562191	0.0341830729682143	-0.00547251224600735	0.522170785503955	-1.868469043533	1.01981163736257	-0.165893404503196	0.882442931485576
test_data_1B08_varied	ts_039.trees	0.00562665169507483	0.0199298030714691	-0.00541964580339794	0.622138645666884	-0.777588391748313	0.146321017493562	-0.0367666554429598	0.604739038492962
test_data_1B08_varied	ts_031.trees	0.280874516753884	-0.0991152058489719	0.0069661021344604	0.670003702699706	-0.504584393205146	0.17050655147643	-0.0551761324749979	0.774960247723203
test_data_1B08_varied	ts_038.trees	-0.33248151722104	0.165781543858035	-0.0210707974456543	0.71842385936136	-0.24146890717463	0.0767473796224072	-0.0478741919474349	0.778183455223118
test_data_1B08_varied	ts_033.trees	-0.342930881537412	0.212581962698779	-0.0322664481188563	0.940653294938618	0.822370923144797	-0.153666782163082	-0.0385049358186138	0.983310597363343
test_data_1B08_varied	ts_037.trees	-0.146603421168787	0.100610908861435	-0.0165117827677529	0.933243670933648	2.6726836756	-1.20337243753089	0.0911837783107384	0.942729040483156
test_data_1B08_varied	ts_035.trees	-0.141225938406388	0.0670079373615162	-0.00797788493156944	0.0869041691269601	-0.393958882174487	-0.0251418240578602	-0.0229555114188156	0.0892046766229486
test_data_1B08_varied	ts_036.trees	0.309481093941353	-0.115921843384129	0.00813858666470613	0.977174892481822	2.56616420123604	-1.32288325627316	0.113114622483674	0.983998689928618
test_data_1B08_varied	ts_034.trees	0.0206482227608974	-0.00948802854942819	0.000910228674066822	0.798287948384048	-0.747419143469762	-0.217127692667412	0.0207546809035839	0.594676412401618
test_data_1B08_varied	ts_045.trees	-0.287833519517655	0.140566580947076	-0.0173283849122285	0.367499185822634	2.63259132323114	-1.40814827221932	0.134840295810687	0.100124853706522
test_data_1B08_varied	ts_041.trees	-0.166211360177633	0.100878801224443	-0.0149105480468656	0.668524507829028	-0.825593627683471	0.309261670469033	-0.069992348160624	0.677415470222955
test_data_1B08_varied	ts_049.trees	0.242936204398486	-0.0697962730548326	0.00207603142814117	0.770534251182042	1.16460899213821	-0.562024392372777	0.0236180852495326	0.844736925426412
test_data_1B08_varied	ts_048.trees	0.421816674548726	-0.1728382731485	0.0157007655885216	0.941380993045723	1.95564028019826	-1.20576520231285	0.111028218470375	0.926275827133644
test_data_1B08_varied	ts_046.trees	0.193313236592689	-0.074874580616517	0.00565651529892842	0.95435109460465	1.30654591360363	-0.913145318562969	0.0786845128506884	0.91523647607054
test_data_1B08_varied	ts_047.trees	0.280203530605131	-0.117785460536415	0.0109767608346696	0.894245615578322	2.16854855724802	-1.34295730131455	0.129290720520723	0.897222707986289
test_data_1B08_varied	ts_044.trees	0.174163761695577	-0.0779582033993145	0.00774945958120654	0.775421941465717	2.30337568788787	-1.44014035715853	0.142871044196996	0.901897120642087
test_data_1B08_varied	ts_040.trees	0.0386961938427268	-0.0180306922762464	0.00174234136881522	0.767291504913796	-0.544271770304964	-0.307406322497446	0.0305811427193371	0.481052532720958
test_data_1B08_varied	ts_043.trees	0.112271727068839	-0.0498550339944164	0.00480598661614553	0.967761110029301	0.0162160259396339	-0.517088664700353	0.0499343849557271	0.932243635136265
test_data_1B08_varied_scale_10	ts_005.trees	0.0988922000712241	-0.0182766624859549	-0.0023706229986457	0.881302282785021	3.34402748793116	-1.53496385185728	0.126756921698419	0.931183841572428
test_data_1B08_varied_scale_10	ts_002.trees	0.167289944960095	-0.0577024356227276	0.0033169899685852	0.778167553758341	2.5767304308945	-1.27397917425064	0.106111835490242	0.813549217331239
test_data_1B08_varied_scale_10	ts_004.trees	0.494420687780271	-0.190605553837947	0.0157277145694776	0.894438887117062	4.82494056535213	-2.14113635381199	0.190520787293263	0.957558426551784
test_data_1B08_varied_scale_10	ts_006.trees	0.243731871149977	-0.0847982169081097	0.00497718918245813	0.930146731482923	1.69856106783676	-0.897815607762307	0.0653331724638882	0.967502053134773
test_data_1B08_varied_scale_10	ts_008.trees	0.511725124974417	-0.210764134617215	0.0197867525669261	0.866429937321013	4.50882544705482	-2.19616174624757	0.20665860521496	0.954289814753137
test_data_1B08_varied_scale_10	ts_000.trees	0.0925491690693798	-0.0422887484006812	0.00415094786723114	0.548449862912886	0.634629526455107	-0.771868510652968	0.0760020491891981	0.754960247772161
test_data_1B08_varied_scale_10	ts_003.trees	0.217423171116474	-0.0955535286761209	0.00934472005113018	0.878014147846018	2.14422858466916	-1.37014846411922	0.135335200624334	0.833574939793537
test_data_1B08_varied_scale_10	ts_001.trees	0.0843526126354895	-0.0387519062992977	0.00376550400999942	0.835853303034385	0.278395987004537	-0.630487853675613	0.0620912756367494	0.824942697619447
test_data_1B08_varied_scale_10	ts_007.trees	0.21280033806542	-0.090842703854732	0.00833009807509724	0.964556761579653	1.25271756086411	-0.967892133667835	0.0911718412734053	0.956897382807077
test_data_1B08_varied_scale_10	ts_009.trees	0.279203695896148	-0.117444457156521	0.0107614238609115	0.981091931728814	1.51468787346709	-1.07124462817049	0.101263109575885	0.973181415599941
test_data_1B08_varied_scale_10	ts_010.trees	-0.344219448182386	0.159307550410627	-0.0184824042818368	0.340134358294637	-5.55551741996506	2.24847308010576	-0.263229762254822	0.422682894705907
test_data_1B08_varied_scale_10	ts_016.trees	0.0137351892615625	0.0155294663271159	-0.00583772260812023	0.952609437875388	2.1566047456526	-1.12335862227031	0.0887060123628196	0.904617465248242
test_data_1B08_varied_scale_10	ts_015.trees	0.0228252318543016	0.0157196216983385	-0.00573479362363148	0.636716194654008	1.52620298539258	-0.702590527602688	0.0363755900207003	0.808386248297098
test_data_1B08_varied_scale_10	ts_011.trees	-0.0217607919619014	0.0319679684455708	-0.00729445980291456	0.907698767827032	1.81975424247245	-0.850316013978251	0.0501487844169463	0.939417039558615
test_data_1B08_varied_scale_10	ts_013.trees	0.0969066582106213	-0.0154312750516028	-0.00302566327929634	0.914612307934381	2.68433205661292	-1.30785314283828	0.107542419948666	0.947921968770997
test_data_1B08_varied_scale_10	ts_017.trees	0.223842104789454	-0.0626126354519988	0.000952356482080117	0.940744198999396	2.6590918333513	-1.15483110288765	0.079611543292389	0.969454556600823
test_data_1B08_varied_scale_10	ts_019.trees	0.223590270758575	-0.0814786018130284	0.00548786395273958	0.902265572024822	2.7426172262979	-1.41443148648522	0.122751748032693	0.945625294649997
test_data_1B08_varied_scale_10	ts_014.trees	0.575719092837677	-0.235007928033283	0.0214518014524472	0.912127807292339	4.50067648990632	-2.15805411857907	0.200418115025977	0.962210528842062
test_data_1B08_varied_scale_10	ts_018.trees	0.19331827725907	-0.0790100487238868	0.00678448871403255	0.958940487514639	0.824244406010268	-0.759195745337337	0.0668107734816187	0.887213394479934
test_data_1B08_varied_scale_10	ts_012.trees	0.0526781477213911	-0.023464845739172	0.00228257674581261	0.870254549736259	-0.315808997751131	-0.390743871603707	0.0381113821419067	0.64825807902636
test_data_1B08_varied_scale_10	ts_025.trees	-0.123043935327432	0.0786026215350671	-0.0125190208433478	0.913560644471877	0.778332922143377	-0.396988515499189	0.00263256653870429	0.942424432424905
test_data_1B08_varied_scale_10	ts_022.trees	0.0218033853299988	0.00916518275574483	-0.00418363393207859	0.813634700626945	1.98597755795664	-0.98118050687773	0.0710299259470698	0.923849715022768
test_data_1B08_varied_scale_10	ts_027.trees	0.171888763193127	-0.0390301092060199	-0.00203997734491024	0.942488537605207	2.30137801515176	-1.0388207859803	0.0727397177412017	0.959460806141853
test_data_1B08_varied_scale_10	ts_028.trees	0.130102542141496	-0.0293673290231293	-0.00142975841206755	0.866758084633823	2.22594353178756	-1.14661125531004	0.0923374652640433	0.89275893166103
test_data_1B08_varied_scale_10	ts_024.trees	0.240720850464136	-0.101490125999607	0.00963607418984359	0.829250557560061	2.15717355847509	-1.3371113913553	0.128331188553306	0.811402985417846
test_data_1B08_varied_scale_10	ts_023.trees	0.133641453090003	-0.0542631643151417	0.00451659762072956	0.954062400317767	0.644151413040571	-0.707767591605504	0.0641334443142801	0.905357098106033
test_data_1B08_varied_scale_10	ts_026.trees	0.0614418610944791	-0.028483446908279	0.0029757577283486	0.530510260837963	-0.674178324504355	-0.241557727983697	0.0229238596997055	0.316991885476211
test_data_1B08_varied_scale_10	ts_021.trees	0.112296732787704	-0.0495215106712369	0.00475361586354496	0.927643541630401	0.298829597772632	-0.61995932767158	0.0596311555626391	0.855191714432659
test_data_1B08_varied_scale_10	ts_029.trees	0.141423965512822	-0.0618810150927163	0.00599323166926624	0.84703184163068	0.588612621106034	-0.731400566656516	0.0701254214128724	0.846307535197816
test_data_1B08_varied_scale_10	ts_020.trees	0.0652560391631864	-0.0308744767824946	0.0031149435198772	0.642889425248312	0.146327625716484	-0.590513417917445	0.059357611739974	0.660373446318117
test_data_1B08_varied_scale_10	ts_030.trees	-0.525196524102643	0.24585327578214	-0.0286336103124809	0.374064492496618	-2.12950104320514	0.918736093948022	-0.136255396051995	0.389347518475703
test_data_1B08_varied_scale_10	ts_035.trees	-0.0897210310979565	0.0517584201036993	-0.00751844560510866	0.691252275614034	0.449354939384271	-0.386234853144044	0.0140082049738553	0.597178024592445
test_data_1B08_varied_scale_10	ts_032.trees	-0.0719385046690328	0.0610995107714891	-0.011634414245229	0.914770910121868	2.40830416537621	-1.15276479760668	0.088774705195896	0.929529500974221
test_data_1B08_varied_scale_10	ts_038.trees	0.0244596823120113	0.00990246342488378	-0.00499787354737454	0.883142146181284	2.7387903408208	-1.33537461744249	0.111398322134717	0.899621599985753
test_data_1B08_varied_scale_10	ts_031.trees	0.364908278777606	-0.138477198298844	0.0110301256808806	0.88913787923682	2.79483316975012	-1.40138162978233	0.119858428132405	0.929287485981932
test_data_1B08_varied_scale_10	ts_037.trees	0.132893290921546	-0.0390799021341009	0.000632855368035628	0.964527617097905	1.47017155895768	-0.894232381760927	0.0714414975799499	0.945300725463616
test_data_1B08_varied_scale_10	ts_039.trees	0.474284592499999	-0.184538607822356	0.0154456595494321	0.881848951240446	4.21565888539648	-1.97531151682095	0.179076283923899	0.93761818794869
